#{"t_start": 1768530936.6181107, "env_id": "None"}
r,l,t
-87988.0,16,17.455926
-38795.0,16,29.259521
-53626.0,16,39.987478
-123174.0,17,53.178463
-46945.0,16,65.844809
-74765.0,17,78.00916
-52300.0,16,88.784636
-36049.0,16,100.329748
-35854.0,16,109.967141
-83275.0,17,122.265253
-90895.0,17,136.646206
-82718.0,17,148.985216
-54713.0,16,161.558178
-25378.0,16,170.612564
