#{"t_start": 1768552052.5488868}
r,l,t
-104142.0,8,199.182493
-167295.0,8,352.830348
-54025.0,6,485.880363
-58450.0,8,603.752704
-80132.0,9,721.278169
-67570.0,7,860.422723
-106448.0,7,992.668791
-63550.0,7,1120.599056
-81858.0,8,1257.336566
-70721.0,9,1397.755024
-91010.0,8,1541.238289
-85972.0,8,1677.386738
-70546.0,8,1813.507428
-50710.0,6,1935.301851
-100795.0,9,2127.652306
-133369.0,9,2286.051167
