#{"t_start": 1768552053.9453666}
r,l,t
-84970.0,8,198.499896
-58297.0,6,333.306295
-207697.0,9,483.638659
-67785.0,8,603.166445
-44305.0,7,727.990489
-93560.0,7,872.603384
-62475.0,9,989.160579
-84868.0,7,1125.969835
-110800.0,11,1265.65543
-48323.0,7,1397.326448
-92802.0,8,1517.958318
-71564.0,6,1646.108482
-81413.0,9,1780.822912
-68387.0,8,1911.808991
-72389.0,8,2027.375235
-88644.0,7,2215.595472
-76851.0,7,2355.543448
